[206045465, 237134557, 98501963, 193035196, 7380439]
[206045465, 237134557, 98501963, 193035196, 127476587, 105890847]
[206045465, 25751687, 125958478, 194460356, 135388072, 64656463]
[206045465, 25751687, 125958478, 78296307, 75256724, 196373203]
[206045465, 237134557, 98501963, 193035196, 7380439, 115200053]
[206045465, 237134557, 98501963, 193035196, 7380439, 124138517]
[206045465, 237134557, 98501963, 193035196, 7380439, 159521085]
[206045465, 237134557, 98501963, 193035196, 86116500, 120089729]
[206045465, 237134557, 98501963, 193035196, 127476587, 206113999]
[206045465, 237134557, 98501963, 193035196, 7380439, 156165622]
[206045465, 25751687, 125958478, 78296307, 75256724, 22246534]
[206045465, 25751687, 125958478, 78296307, 75256724, 191880720]
[93013133, 79078986, 20365635, 126967462, 113251809]
[93013133, 79078986, 27477927, 85043021, 236177433, 122142964]
[206045465, 237134557, 98501963, 193035196, 127476587, 40100475]
[206045465, 237134557, 98501963, 193035196, 217614723, 5755569]
[206045465, 237134557, 98501963, 193035196, 7380439, 63679634]
[93013133, 79078986, 20365635, 126967462, 179682725, 126018373]
[206045465, 237134557, 98501963, 193035196, 217614723, 16854120]
[206045465, 237134557, 98501963, 193035196, 7380439, 14408890]
[206045465, 25751687, 125958478, 194460356, 135388072, 242754762]
[93013133, 79078986, 27477927, 85043021, 236177433, 51105000]
[93013133, 79078986, 20365635, 126967462, 179682725, 115314895]
[206045465, 237134557, 98501963, 193035196, 127476587, 6724585]
[206045465, 25751687, 125958478, 78296307, 75256724, 4992892]
[93013133, 79078986, 20365635, 126967462, 179682725, 205168976]
[206045465, 237134557, 98501963, 193035196, 217614723, 208360028]
[206045465, 237134557, 98501963, 193035196, 127476587, 148217320]
[206045465, 25751687, 125958478, 194460356, 135388072, 86559096]
[93013133, 79078986, 27477927, 85043021, 236177433, 87775840]
[206045465, 237134557, 98501963, 193035196, 86116500, 147250912]
[93013133, 79078986, 27477927, 85043021, 84166967, 80375569]
[93013133, 79078986, 27477927, 85043021, 84166967, 184567697]
[206045465, 25751687, 125958478, 194460356, 135388072, 88361116]
[206045465, 237134557, 98501963, 193035196, 86116500, 155225452]
[93013133, 79078986, 20365635, 126967462, 179682725, 106538748]
[93013133, 79078986, 20365635, 126967462, 179682725, 147913028]
[93013133, 79078986, 27477927, 85043021, 236177433, 75298567]
[206045465, 237134557, 98501963, 193035196, 86116500, 129859449]
[93013133, 79078986, 20365635, 126967462, 179682725, 56390339]
[93013133, 79078986, 20365635, 126967462, 179682725, 211404424]
[93013133, 79078986, 20365635, 126967462, 179682725, 131682561]
[93013133, 79078986, 27477927, 85043021, 236177433, 88700630]
[206045465, 237134557, 98501963, 193035196, 7380439, 188339546]
[206045465, 237134557, 98501963, 193035196, 7380439, 37174464]
[206045465, 25751687, 125958478, 78296307, 75256724, 61998941]
[93013133, 79078986, 27477927, 85043021, 236177433, 224963586]
[206045465, 25751687, 125958478, 194460356, 135388072, 198247276]
[206045465, 237134557, 98501963, 193035196, 217614723, 46393283]
[206045465, 237134557, 98501963, 193035196, 217614723, 201365513]
[206045465, 237134557, 98501963, 193035196, 7380439, 96274995]
[206045465, 25751687, 125958478, 194460356, 135388072, 160491113]
[206045465, 237134557, 98501963, 193035196, 86116500, 30867558]
[206045465, 25751687, 125958478, 194460356, 135388072, 69702105]
[93013133, 79078986, 27477927, 85043021, 84166967, 120627397]
[206045465, 237134557, 98501963, 193035196, 217614723, 18678970]
[93013133, 79078986, 27477927, 85043021, 84166967, 155459686]
[206045465, 25751687, 125958478, 194460356, 135388072, 215071561]
[206045465, 237134557, 98501963, 193035196, 86116500, 42272781]
[206045465, 237134557, 98501963, 193035196, 7380439, 167453878]
[93013133, 79078986, 27477927, 85043021, 236177433, 44099067]
[206045465, 237134557, 98501963, 193035196, 127476587, 99611474]
[93013133, 79078986, 27477927, 85043021, 236177433, 39416196]
[206045465, 237134557, 98501963, 193035196, 7380439, 239648886]
[93013133, 79078986, 20365635, 126967462, 179682725, 72987013]
[93013133, 79078986, 27477927, 85043021, 84166967, 115303370]
[93013133, 79078986, 20365635, 126967462, 179682725, 87864993]
[206045465, 237134557, 98501963, 193035196, 217614723, 228069753]
[93013133, 79078986, 20365635, 126967462, 179682725, 1431459]
[206045465, 25751687, 125958478, 78296307, 75256724, 136141526]
[206045465, 25751687, 125958478, 78296307, 75256724, 95686235]
[206045465, 25751687, 125958478, 194460356, 135388072, 114194218]
[206045465, 25751687, 125958478, 194460356, 135388072, 195402490]
[206045465, 25751687, 125958478, 194460356, 135388072, 85611197]
[206045465, 25751687, 125958478, 194460356, 135388072, 23757130]
[206045465, 237134557, 98501963, 193035196, 127476587, 237975077]
[93013133, 79078986, 20365635, 126967462, 15558116]
[206045465, 237134557, 98501963, 193035196, 127476587, 50682982]
[93013133, 79078986, 27477927, 85043021, 236177433, 10297428]
[206045465, 237134557, 98501963, 193035196, 86116500, 219693685]
[206045465, 237134557, 98501963, 193035196, 127476587, 25708202]
[206045465, 237134557, 98501963, 193035196, 7380439, 128027260]
[206045465, 237134557, 98501963, 193035196, 127476587, 212888698]
[206045465, 237134557, 98501963, 193035196, 7380439, 188218371]
[93013133, 79078986, 20365635, 126967462, 229090286]
[93013133, 79078986, 20365635, 126967462, 196481192]
[206045465, 237134557, 98501963, 193035196, 86116500, 246078311]
[206045465, 237134557, 98501963, 193035196, 217614723, 89574241]
[93013133, 79078986, 27477927, 85043021, 236177433, 93508820]
[206045465, 237134557, 98501963, 193035196, 86116500, 39410471]
[206045465, 237134557, 98501963, 193035196, 86116500, 99137619]
[206045465, 25751687, 125958478, 194460356, 135388072, 66142272]
[206045465, 237134557, 98501963, 193035196, 217614723, 150312735]
[93013133, 79078986, 20365635, 126967462, 179682725, 34775419]
[206045465, 237134557, 98501963, 193035196, 127476587, 222953973]
[206045465, 237134557, 98501963, 193035196, 7380439, 66730711]
[206045465, 237134557, 98501963, 193035196, 217614723, 114345244]
[93013133, 79078986, 27477927, 85043021, 236177433, 2948872]
[206045465, 25751687, 125958478, 78296307, 75256724, 55776858]
[206045465, 237134557, 98501963, 193035196, 217614723, 27781065]
[206045465, 237134557, 98501963, 193035196, 217614723, 177831510]
[93013133, 79078986, 27477927, 85043021, 236177433, 31017368]
[206045465, 25751687, 125958478, 78296307, 75256724, 107788064]
[206045465, 237134557, 98501963, 193035196, 86116500, 46149626]
[206045465, 25751687, 125958478, 78296307, 75256724, 91555254]
[206045465, 237134557, 98501963, 193035196, 217614723, 113351973]
[206045465, 25751687, 125958478, 78296307, 75256724, 107122560]
[206045465, 237134557, 98501963, 193035196, 127476587, 137177397]
[93013133, 79078986, 27477927, 85043021, 84166967, 19008950]
[93013133, 79078986, 20365635, 126967462, 179682725, 33023827]
[206045465, 25751687, 125958478, 194460356, 135388072, 8576638]
[206045465, 237134557, 98501963, 193035196, 217614723, 225677422]
[206045465, 237134557, 98501963, 193035196, 86116500, 29352494]
[206045465, 25751687, 125958478, 78296307, 75256724, 87185948]
[206045465, 237134557, 98501963, 193035196, 86116500, 39899886]
[93013133, 79078986, 27477927, 85043021, 236177433, 46189526]
[206045465, 237134557, 98501963, 193035196, 127476587, 207417201]
[206045465, 237134557, 98501963, 193035196, 217614723, 119656776]
[206045465, 237134557, 98501963, 193035196, 86116500, 8537476]
[206045465, 25751687, 125958478, 78296307, 75256724, 230384925]
[93013133, 79078986, 20365635, 126967462, 179682725, 23936192]
[206045465, 237134557, 98501963, 193035196, 86116500, 58885657]
[206045465, 237134557, 98501963, 193035196, 7380439, 228560213]
[206045465, 25751687, 125958478, 78296307, 75256724, 105201332]
[206045465, 237134557, 98501963, 193035196, 86116500, 210847745]
[206045465, 237134557, 98501963, 193035196, 7380439, 166221800]
[93013133, 79078986, 20365635, 126967462, 57124215]
[93013133, 79078986, 20365635, 126967462, 174280248]
[206045465, 237134557, 98501963, 193035196, 86116500, 241740794]
[93013133, 79078986, 27477927, 85043021, 84166967, 201393206]
[206045465, 237134557, 98501963, 193035196, 7380439, 195048554]
[93013133, 79078986, 27477927, 85043021, 84166967, 92418037]
[93013133, 79078986, 27477927, 85043021, 84166967, 63288513]
[206045465, 237134557, 98501963, 193035196, 127476587, 12000058]
[206045465, 25751687, 125958478, 78296307, 75256724, 113271304]
[206045465, 25751687, 125958478, 78296307, 75256724, 243137716]
[93013133, 79078986, 27477927, 85043021, 84166967, 137406001]
[93013133, 79078986, 27477927, 85043021, 236177433, 88062284]
[93013133, 79078986, 27477927, 85043021, 84166967, 237564538]
[93013133, 79078986, 20365635, 126967462, 108286660]
[206045465, 237134557, 98501963, 193035196, 86116500, 50179936]
[206045465, 25751687, 125958478, 78296307, 75256724, 240154106]
[206045465, 237134557, 98501963, 193035196, 86116500, 10452224]
[206045465, 25751687, 125958478, 194460356, 135388072, 48834904]
[206045465, 237134557, 98501963, 193035196, 127476587, 205079488]
[206045465, 237134557, 98501963, 193035196, 86116500, 229688362]
[93013133, 79078986, 27477927, 85043021, 236177433, 224275692]
[206045465, 237134557, 98501963, 193035196, 127476587, 19190753]
[206045465, 25751687, 125958478, 78296307, 75256724, 85707924]
[206045465, 237134557, 98501963, 193035196, 7380439, 140473512]
[206045465, 237134557, 98501963, 193035196, 86116500, 50266721]
[93013133, 79078986, 20365635, 126967462, 117711810]
[206045465, 237134557, 98501963, 193035196, 7380439, 131613666]
[93013133, 79078986, 27477927, 85043021, 84166967, 62729175]
[93013133, 79078986, 20365635, 126967462, 675727]
[93013133, 79078986, 27477927, 85043021, 84166967, 80350416]
[206045465, 25751687, 125958478, 78296307, 75256724, 102190399]
[93013133, 79078986, 20365635, 126967462, 25940158]
[93013133, 79078986, 20365635, 126967462, 9081166]
[93013133, 79078986, 27477927, 85043021, 236177433, 159952066]
[93013133, 79078986, 27477927, 85043021, 236177433, 102768676]
[93013133, 79078986, 20365635, 126967462, 34640631]
[93013133, 79078986, 20365635, 126967462, 71682426]
[206045465, 237134557, 98501963, 193035196, 127476587, 195123957]
[206045465, 237134557, 98501963, 193035196, 86116500, 34470066]
[206045465, 237134557, 98501963, 193035196, 127476587, 118329052]
[206045465, 237134557, 98501963, 193035196, 217614723, 237923227]
[93013133, 79078986, 27477927, 85043021, 236177433, 92407772]
[206045465, 237134557, 98501963, 193035196, 7380439, 99830379]
[93013133, 79078986, 27477927, 85043021, 84166967, 214057916]
[93013133, 79078986, 27477927, 85043021, 84166967, 204045030]
[93013133, 79078986, 20365635, 126967462, 179682725, 192842222]
[93013133, 79078986, 20365635, 126967462, 179682725, 191827199]
[206045465, 237134557, 98501963, 193035196, 217614723, 166934840]
[93013133, 79078986, 27477927, 85043021, 236177433, 212120053]
[206045465, 25751687, 125958478, 194460356, 135388072, 156192408]
[206045465, 237134557, 98501963, 193035196, 86116500, 121670087]
[206045465, 237134557, 98501963, 193035196, 86116500, 95939108]
[93013133, 79078986, 27477927, 85043021, 236177433, 139758871]
[93013133, 79078986, 20365635, 126967462, 179682725, 208009863]
[93013133, 79078986, 20365635, 126967462, 153988624]
[206045465, 237134557, 98501963, 193035196, 7380439, 54195907]
[93013133, 79078986, 27477927, 85043021, 84166967, 49878466]
[206045465, 237134557, 98501963, 193035196, 127476587, 228894316]
[206045465, 237134557, 98501963, 193035196, 127476587, 192355726]
[206045465, 25751687, 125958478, 78296307, 75256724, 6591545]
[206045465, 25751687, 125958478, 194460356, 135388072, 137133918]
[93013133, 79078986, 20365635, 126967462, 242689555]
[93013133, 79078986, 27477927, 85043021, 236177433, 133287069]
[206045465, 237134557, 98501963, 193035196, 86116500, 220896997]
[206045465, 237134557, 98501963, 193035196, 7380439, 127536267]
[206045465, 237134557, 98501963, 193035196, 217614723, 174522376]
[93013133, 79078986, 20365635, 126967462, 179682725, 35468699]
[93013133, 79078986, 27477927, 85043021, 84166967, 26273073]
[93013133, 79078986, 20365635, 126967462, 179682725, 206874604]
[206045465, 25751687, 125958478, 194460356, 135388072, 207145266]
[206045465, 25751687, 125958478, 194460356, 135388072, 200814450]
[93013133, 79078986, 20365635, 126967462, 179682725, 159233685]
[206045465, 237134557, 98501963, 193035196, 127476587, 164416329]
[206045465, 237134557, 98501963, 193035196, 7380439, 124109894]
[206045465, 237134557, 98501963, 193035196, 86116500, 90742943]
[206045465, 237134557, 98501963, 193035196, 127476587, 89535013]
[206045465, 237134557, 98501963, 193035196, 217614723, 157169489]
[206045465, 237134557, 98501963, 193035196, 217614723, 69019481]
[206045465, 237134557, 98501963, 193035196, 7380439, 205326135]
[93013133, 79078986, 20365635, 126967462, 88814962]
[93013133, 79078986, 27477927, 85043021, 236177433, 60966616]
[206045465, 237134557, 98501963, 193035196, 127476587, 132426057]
[93013133, 79078986, 20365635, 126967462, 22481303]
[93013133, 79078986, 20365635, 126967462, 179682725, 168848306]
[206045465, 237134557, 98501963, 193035196, 217614723, 115026189]
[93013133, 79078986, 27477927, 85043021, 84166967, 59027555]
[206045465, 237134557, 98501963, 193035196, 217614723, 92605134]
[206045465, 237134557, 98501963, 193035196, 127476587, 105139365]
[206045465, 25751687, 125958478, 194460356, 135388072, 144072672]
[206045465, 237134557, 98501963, 193035196, 7380439, 35303987]
[206045465, 237134557, 98501963, 193035196, 217614723, 239825590]
[93013133, 79078986, 27477927, 85043021, 84166967, 217332281]
[93013133, 79078986, 27477927, 85043021, 84166967, 80404060]
[206045465, 237134557, 98501963, 193035196, 217614723, 42531999]
[93013133, 79078986, 20365635, 126967462, 60097617]
[206045465, 25751687, 125958478, 194460356, 135388072, 70843304]
[93013133, 79078986, 20365635, 126967462, 179682725, 194066144]
[93013133, 79078986, 27477927, 85043021, 236177433, 231787954]
[93013133, 79078986, 27477927, 85043021, 236177433, 100479618]
[206045465, 237134557, 98501963, 193035196, 86116500, 183697145]
[93013133, 79078986, 20365635, 126967462, 179682725, 131977365]
[93013133, 79078986, 20365635, 126967462, 62545283]
[93013133, 79078986, 20365635, 126967462, 179682725, 125451401]
[93013133, 79078986, 20365635, 126967462, 203468333]
[93013133, 79078986, 27477927, 85043021, 236177433, 198983579]
[206045465, 237134557, 98501963, 193035196, 217614723, 117778431]
[206045465, 25751687, 125958478, 78296307, 75256724, 183335197]
[93013133, 79078986, 27477927, 85043021, 236177433, 224261665]
[206045465, 25751687, 125958478, 78296307, 75256724, 118342308]
[93013133, 79078986, 20365635, 126967462, 179682725, 1499242]
[206045465, 237134557, 98501963, 193035196, 127476587, 113879888]
[93013133, 79078986, 27477927, 85043021, 236177433, 240519649]
[206045465, 237134557, 98501963, 193035196, 217614723, 132538490]
[206045465, 25751687, 125958478, 194460356, 135388072, 12192945]
[206045465, 237134557, 98501963, 193035196, 127476587, 190395904]
[93013133, 79078986, 27477927, 85043021, 84166967, 20774535]
[206045465, 25751687, 125958478, 78296307, 75256724, 33220955]
[206045465, 25751687, 125958478, 78296307, 75256724, 196666257]
[206045465, 237134557, 98501963, 193035196, 127476587, 90117691]
[93013133, 79078986, 20365635, 126967462, 179682725, 79391543]
[206045465, 25751687, 125958478, 78296307, 75256724, 134337539]
[206045465, 237134557, 98501963, 193035196, 217614723, 201697713]
[93013133, 79078986, 20365635, 126967462, 206481645]
[93013133, 79078986, 27477927, 85043021, 84166967, 172335747]
[93013133, 79078986, 27477927, 85043021, 84166967, 121138952]
[206045465, 25751687, 125958478, 78296307, 75256724, 185085457]
[206045465, 237134557, 98501963, 193035196, 217614723, 16700584]
[206045465, 237134557, 98501963, 193035196, 7380439, 227892042]
[93013133, 79078986, 27477927, 85043021, 84166967, 133954473]
[206045465, 237134557, 98501963, 193035196, 7380439, 226778347]
[206045465, 237134557, 98501963, 193035196, 86116500, 37916634]
[206045465, 237134557, 98501963, 193035196, 217614723, 36754377]
[206045465, 237134557, 98501963, 193035196, 86116500, 110953541]
