[93013133, 79078986, 20365635, 126967462]
[206045465, 237134557, 98501963, 51220719]
[93013133, 79078986, 27477927, 151118393, 87668032]
[93013133, 79078986, 27477927, 146897913, 54220906]
[206045465, 25751687, 125958478, 194460356, 247011309]
[93013133, 79078986, 27477927, 151118393, 226860623]
[206045465, 25751687, 125958478, 78296307, 190106971]
[93013133, 79078986, 20365635, 126967462, 124335294]
[93013133, 79078986, 20365635, 126302347, 192030802]
[93013133, 79078986, 27477927, 151118393, 21875844]
[93013133, 79078986, 20365635, 126967462, 205704776]
[93013133, 79078986, 27477927, 146897913, 124428284]
[206045465, 237134557, 98501963, 104948744]
[206045465, 25751687, 125958478, 78296307, 48604504]
[93013133, 79078986, 27477927, 151118393, 197193916]
[206045465, 25751687, 125958478, 194460356, 30885468]
[206045465, 237134557, 98501963, 193035196, 10573322]
[93013133, 79078986, 27477927, 146897913, 207383411]
[206045465, 237134557, 98501963, 34654201]
[206045465, 25751687, 125958478, 78296307, 53822246]
[93013133, 79078986, 20365635, 126302347, 78849280]
[206045465, 237134557, 98501963, 162626411]
[93013133, 79078986, 20365635, 126302347, 227071600]
[93013133, 79078986, 27477927, 151118393, 62608948]
[206045465, 25751687, 125958478, 194460356, 133225358]
[206045465, 237134557, 98501963, 65316399]
[206045465, 25751687, 125958478, 194460356, 19261991]
[206045465, 237134557, 98501963, 209142411]
[93013133, 79078986, 20365635, 126967462, 168440764]
[93013133, 79078986, 27477927, 151118393, 62875018]
[206045465, 25751687, 125958478, 78296307, 181380017]
[206045465, 237134557, 98501963, 187366343]
[93013133, 79078986, 27477927, 146897913, 19079352]
[93013133, 79078986, 27477927, 146897913, 222271102]
[206045465, 25751687, 125958478, 78296307, 151118444]
[93013133, 79078986, 20365635, 126967462, 40516596]
[93013133, 79078986, 27477927, 146897913, 36380638]
[93013133, 79078986, 27477927, 146897913, 27982854]
[206045465, 25751687, 125958478, 194460356, 224469769]
[206045465, 25751687, 125958478, 78296307, 34743582]
[206045465, 237134557, 98501963, 43847520]
[93013133, 79078986, 27477927, 151118393, 128630289]
[93013133, 79078986, 27477927, 151118393, 124757490]
[206045465, 237134557, 150819137, 109197033, 78605136]
[206045465, 25751687, 125958478, 194460356, 51968700]
[206045465, 25751687, 125958478, 194460356, 247877116]
[206045465, 237134557, 150819137, 109197033, 54683539]
[206045465, 25751687, 125958478, 78296307, 224635854]
[206045465, 237134557, 150819137, 109197033, 239388152]
[206045465, 237134557, 150819137, 109197033, 233345539]
[206045465, 237134557, 98501963, 193035196, 240205165]
[206045465, 237134557, 150819137, 109197033, 127193178]
[206045465, 237134557, 98501963, 193035196, 18972908]
[93013133, 79078986, 20365635, 126967462, 21614306]
[206045465, 237134557, 98501963, 193035196, 51233124]
[206045465, 237134557, 98501963, 193035196, 161757090]
[206045465, 237134557, 98501963, 193035196, 244419032]
[93013133, 79078986, 20365635, 126302347, 100727271]
[206045465, 237134557, 150819137, 109197033, 10360357]
[93013133, 79078986, 20365635, 126302347, 223546283]
[93013133, 79078986, 20365635, 126302347, 155511014]
[206045465, 237134557, 98501963, 193035196, 206037177]
[206045465, 25751687, 125958478, 78296307, 107307157]
[206045465, 25751687, 125958478, 194460356, 240625059]
[206045465, 237134557, 150819137, 109197033, 213083376]
[93013133, 79078986, 27477927, 146897913, 69752555]
[93013133, 79078986, 20365635, 126967462, 219803250]
[206045465, 237134557, 98501963, 193035196, 194199752]
[93013133, 79078986, 27477927, 151118393, 223014280]
[206045465, 237134557, 98501963, 234402342]
[93013133, 79078986, 20365635, 126967462, 63306686]
[93013133, 79078986, 20365635, 126967462, 235420137]
[206045465, 237134557, 150819137, 109197033, 53891915]
[93013133, 79078986, 27477927, 151118393, 86985814]
[93013133, 79078986, 20365635, 126302347, 224960961]
[93013133, 79078986, 20365635, 126967462, 142228193]
[206045465, 237134557, 150819137, 109197033, 163505503]
[206045465, 237134557, 98501963, 157590488]
[206045465, 237134557, 98501963, 193035196, 201873415]
[93013133, 79078986, 27477927, 151118393, 172550973]
[93013133, 79078986, 27477927, 146897913, 37591184]
[206045465, 25751687, 125958478, 78296307, 50931088]
[206045465, 25751687, 125958478, 194460356, 30214044]
[93013133, 79078986, 20365635, 126967462, 28780359]
[93013133, 79078986, 27477927, 146897913, 161474952]
[93013133, 79078986, 27477927, 85043021, 140218845]
[206045465, 25751687, 125958478, 194460356, 11770825]
[93013133, 79078986, 27477927, 146897913, 151424719]
[93013133, 79078986, 20365635, 126967462, 86929703]
[93013133, 79078986, 27477927, 146897913, 208818865]
[93013133, 79078986, 20365635, 126302347, 138872960]
[206045465, 237134557, 98501963, 193035196, 2742685]
[206045465, 25751687, 125958478, 194460356, 208957195]
[93013133, 79078986, 27477927, 151118393, 30886426]
[93013133, 79078986, 27477927, 151118393, 22418172]
[93013133, 79078986, 20365635, 126302347, 236918262]
[93013133, 79078986, 20365635, 126967462, 217851057]
[206045465, 237134557, 98501963, 193035196, 12182061]
[93013133, 79078986, 27477927, 146897913, 165985737]
[93013133, 79078986, 20365635, 126302347, 75575360]
[93013133, 79078986, 20365635, 126302347, 20765989]
[206045465, 237134557, 150819137, 109197033, 188000327]
[206045465, 237134557, 150819137, 109197033, 5429509]
[206045465, 237134557, 98501963, 154521110]
[206045465, 237134557, 98501963, 193035196, 51191658]
[93013133, 79078986, 27477927, 85043021, 41506232]
[93013133, 79078986, 20365635, 126302347, 192317036]
[93013133, 79078986, 27477927, 85043021, 134043067]
[93013133, 79078986, 27477927, 146897913, 8911892]
[93013133, 79078986, 20365635, 126302347, 46136130]
[206045465, 237134557, 98501963, 193035196, 14440994]
[206045465, 237134557, 98501963, 63314764]
[93013133, 79078986, 27477927, 146897913, 241533240]
[206045465, 25751687, 125958478, 194460356, 8926505]
[206045465, 237134557, 98501963, 193035196, 239816991]
[206045465, 237134557, 98501963, 61289036]
[93013133, 79078986, 20365635, 126967462, 205363297]
[206045465, 237134557, 98501963, 5737556]
[206045465, 25751687, 125958478, 194460356, 26990329]
[93013133, 79078986, 27477927, 146897913, 211746244]
[206045465, 25751687, 125958478, 194460356, 180114522]
[93013133, 79078986, 20365635, 126302347, 13736271]
[93013133, 79078986, 20365635, 126967462, 32014709]
[93013133, 79078986, 20365635, 126967462, 107659997]
[93013133, 79078986, 27477927, 85043021, 13419061]
[206045465, 25751687, 125958478, 78296307, 75679270]
[206045465, 25751687, 125958478, 78296307, 6260563]
[93013133, 79078986, 20365635, 126967462, 141899432]
[206045465, 237134557, 150819137, 109197033, 67071155]
[206045465, 237134557, 98501963, 193035196, 57778818]
[93013133, 79078986, 27477927, 85043021, 147951322]
[206045465, 237134557, 98501963, 161772527]
[206045465, 237134557, 98501963, 193035196, 159229626]
[93013133, 79078986, 27477927, 85043021, 79381278]
[206045465, 237134557, 150819137, 109197033, 156401810]
[206045465, 25751687, 125958478, 194460356, 38321208]
[206045465, 237134557, 150819137, 109197033, 45329622]
[93013133, 79078986, 20365635, 126967462, 69869151]
[93013133, 79078986, 27477927, 85043021, 219488810]
[93013133, 79078986, 27477927, 146897913, 166309833]
[206045465, 25751687, 125958478, 78296307, 27108912]
[206045465, 25751687, 125958478, 78296307, 75331418]
[93013133, 79078986, 27477927, 151118393, 113747259]
[93013133, 79078986, 27477927, 151118393, 140788213]
[206045465, 237134557, 98501963, 248518600]
[206045465, 237134557, 150819137, 109197033, 169101640]
[93013133, 79078986, 27477927, 151118393, 70840543]
[93013133, 79078986, 27477927, 146897913, 218880552]
[93013133, 79078986, 20365635, 126967462, 170023852]
[206045465, 25751687, 125958478, 194460356, 162418663]
[93013133, 79078986, 20365635, 126302347, 1401031]
[93013133, 79078986, 27477927, 146897913, 96086972]
[206045465, 25751687, 125958478, 78296307, 73857506]
[93013133, 79078986, 20365635, 126967462, 86729725]
[93013133, 79078986, 27477927, 151118393, 15880863]
[93013133, 79078986, 27477927, 151118393, 207097656]
[206045465, 237134557, 98501963, 7207711]
[93013133, 79078986, 20365635, 126302347, 235777211]
[206045465, 25751687, 125958478, 78296307, 79626781]
[93013133, 79078986, 20365635, 126302347, 115256529]
[93013133, 79078986, 27477927, 85043021, 54111678]
[206045465, 237134557, 98501963, 193035196, 87765620]
[206045465, 25751687, 125958478, 78296307, 52726199]
[206045465, 237134557, 150819137, 109197033, 7932112]
[93013133, 79078986, 27477927, 146897913, 194040794]
[206045465, 25751687, 125958478, 194460356, 11939694]
[93013133, 79078986, 27477927, 85043021, 245795991]
[206045465, 25751687, 125958478, 194460356, 146844718]
[93013133, 79078986, 27477927, 151118393, 57489424]
[206045465, 25751687, 125958478, 194460356, 14081558]
[206045465, 237134557, 150819137, 109197033, 127880454]
[206045465, 237134557, 98501963, 193035196, 31493112]
[93013133, 79078986, 20365635, 126302347, 4653883]
[93013133, 79078986, 20365635, 126967462, 235724277]
[206045465, 237134557, 98501963, 193035196, 3036436]
[206045465, 25751687, 125958478, 194460356, 190609129]
[206045465, 237134557, 98501963, 193035196, 116027209]
[206045465, 25751687, 125958478, 78296307, 199239372]
[206045465, 25751687, 125958478, 194460356, 29888469]
[93013133, 79078986, 27477927, 146897913, 120941067]
[206045465, 237134557, 150819137, 109197033, 81198263]
[206045465, 237134557, 98501963, 193035196, 140743433]
[93013133, 79078986, 20365635, 126302347, 159075339]
[206045465, 237134557, 150819137, 109197033, 176291138]
[206045465, 237134557, 98501963, 122318355]
[206045465, 237134557, 98501963, 193035196, 16252708]
[93013133, 79078986, 27477927, 146897913, 99204076]
[206045465, 25751687, 125958478, 78296307, 5613125]
[206045465, 237134557, 150819137, 109197033, 144447682]
[93013133, 79078986, 27477927, 85043021, 28313639]
[206045465, 237134557, 98501963, 193035196, 238625459]
[206045465, 237134557, 150819137, 109197033, 217107472]
[206045465, 237134557, 150819137, 109197033, 23947724]
[93013133, 79078986, 27477927, 146897913, 174928812]
[206045465, 237134557, 150819137, 109197033, 204873292]
[206045465, 25751687, 125958478, 194460356, 31687661]
[93013133, 79078986, 27477927, 146897913, 38589479]
[206045465, 237134557, 150819137, 109197033, 108081636]
[206045465, 237134557, 98501963, 193035196, 40692713]
[206045465, 237134557, 98501963, 244140047]
[206045465, 237134557, 98501963, 179366343]
[206045465, 25751687, 125958478, 78296307, 30134159]
[206045465, 237134557, 150819137, 109197033, 236845967]
[206045465, 25751687, 125958478, 78296307, 152900749]
[93013133, 79078986, 27477927, 151118393, 154612310]
[93013133, 79078986, 20365635, 126302347, 4847938]
[93013133, 79078986, 20365635, 126967462, 75619014]
[93013133, 79078986, 20365635, 126967462, 19664103]
[93013133, 79078986, 20365635, 126967462, 40698571]
[93013133, 79078986, 20365635, 126302347, 142244972]
[206045465, 237134557, 150819137, 109197033, 73615687]
[206045465, 25751687, 125958478, 78296307, 98823081]
[93013133, 79078986, 20365635, 126302347, 213321407]
[93013133, 79078986, 27477927, 85043021, 101853121]
[206045465, 25751687, 125958478, 194460356, 52937871]
[93013133, 79078986, 27477927, 151118393, 115022909]
[93013133, 79078986, 27477927, 85043021, 115302461]
[93013133, 79078986, 27477927, 146897913, 125145828]
[93013133, 79078986, 20365635, 126967462, 212803475]
[206045465, 237134557, 98501963, 193035196, 95131150]
[206045465, 237134557, 98501963, 193035196, 97459127]
[206045465, 25751687, 125958478, 194460356, 125599142]
[206045465, 237134557, 150819137, 109197033, 147366543]
[206045465, 237134557, 98501963, 205819501]
[93013133, 79078986, 27477927, 85043021, 144659279]
[93013133, 79078986, 20365635, 126967462, 64880411]
[206045465, 25751687, 125958478, 194460356, 210585512]
[93013133, 79078986, 20365635, 126967462, 193318147]
[93013133, 79078986, 27477927, 85043021, 186596389]
[93013133, 79078986, 20365635, 126967462, 240250910]
[206045465, 25751687, 125958478, 78296307, 160969229]
[206045465, 237134557, 98501963, 193035196, 243823386]
[93013133, 79078986, 27477927, 151118393, 223343417]
[206045465, 25751687, 125958478, 194460356, 2246997]
[206045465, 237134557, 98501963, 82331733]
[93013133, 79078986, 27477927, 146897913, 67523721]
[93013133, 79078986, 20365635, 126967462, 144048417]
[206045465, 25751687, 125958478, 194460356, 14035921]
[206045465, 237134557, 150819137, 109197033, 36795266]
[93013133, 79078986, 27477927, 146897913, 9804096]
[93013133, 79078986, 20365635, 126967462, 147044300]
[206045465, 237134557, 98501963, 193035196, 79141507]
[93013133, 79078986, 27477927, 151118393, 167279511]
[206045465, 237134557, 150819137, 109197033, 192655891]
[206045465, 25751687, 125958478, 194460356, 60164952]
[206045465, 237134557, 98501963, 118891918]
[206045465, 25751687, 125958478, 78296307, 174383068]
[93013133, 79078986, 20365635, 126302347, 35187201]
[206045465, 25751687, 125958478, 194460356, 192028426]
[206045465, 237134557, 150819137, 109197033, 100657214]
[206045465, 25751687, 125958478, 194460356, 213145052]
[93013133, 79078986, 20365635, 126302347, 152918355]
[206045465, 25751687, 125958478, 78296307, 31973789]
[93013133, 79078986, 20365635, 126967462, 204627719]
[93013133, 79078986, 20365635, 126302347, 143547571]
[93013133, 79078986, 20365635, 126302347, 102955246]
[206045465, 25751687, 125958478, 194460356, 19166776]
[206045465, 25751687, 125958478, 78296307, 64282831]
[206045465, 25751687, 125958478, 78296307, 207247658]
[206045465, 237134557, 98501963, 23092805]
[206045465, 25751687, 125958478, 78296307, 221919115]
[93013133, 79078986, 27477927, 146897913, 203169354]
[206045465, 237134557, 98501963, 193035196, 214393462]
[93013133, 79078986, 27477927, 85043021, 232799317]
[93013133, 79078986, 27477927, 146897913, 166878416]
[206045465, 25751687, 125958478, 78296307, 169272775]
[93013133, 79078986, 27477927, 151118393, 169077388]
[206045465, 25751687, 125958478, 78296307, 26293302]
[206045465, 25751687, 125958478, 194460356, 180807216]
[206045465, 25751687, 125958478, 194460356, 34444141]
[206045465, 25751687, 125958478, 78296307, 28231560]
[206045465, 237134557, 98501963, 222198338]
[206045465, 25751687, 125958478, 194460356, 125406554]
[93013133, 79078986, 27477927, 151118393, 195889643]
[206045465, 237134557, 98501963, 162045676]
[206045465, 237134557, 98501963, 193035196, 9027878]
[206045465, 237134557, 98501963, 193035196, 230937002]
[93013133, 79078986, 20365635, 126967462, 243328389]
[206045465, 237134557, 98501963, 75294921]
[206045465, 237134557, 98501963, 202166233]
[93013133, 79078986, 27477927, 146897913, 231140982]
[206045465, 237134557, 98501963, 182787939]
[206045465, 237134557, 98501963, 196634256]
[206045465, 237134557, 98501963, 29986134]
[206045465, 237134557, 98501963, 205279691]
[93013133, 79078986, 20365635, 126967462, 157369076]
[206045465, 25751687, 125958478, 78296307, 137510870]
[93013133, 79078986, 20365635, 126302347, 187478162]
[93013133, 79078986, 27477927, 151118393, 247010178]
[93013133, 79078986, 20365635, 126302347, 183904782]
[93013133, 79078986, 20365635, 126967462, 15515267]
[206045465, 237134557, 98501963, 227172737]
[93013133, 79078986, 20365635, 126967462, 234163837]
[93013133, 79078986, 27477927, 85043021, 103600863]
[206045465, 237134557, 150819137, 109197033, 142004223]
[93013133, 79078986, 27477927, 146897913, 69658947]
[93013133, 79078986, 27477927, 151118393, 173768655]
[93013133, 79078986, 27477927, 151118393, 248628459]
[206045465, 237134557, 98501963, 49068537]
[206045465, 237134557, 98501963, 198780404]
[206045465, 237134557, 98501963, 117153148]
[93013133, 79078986, 27477927, 85043021, 109844431]
[206045465, 25751687, 125958478, 194460356, 210473234]
[206045465, 25751687, 125958478, 194460356, 65748]
[206045465, 25751687, 125958478, 78296307, 228431693]
[206045465, 237134557, 98501963, 30509204]
[93013133, 79078986, 27477927, 146897913, 106509982]
[206045465, 25751687, 125958478, 194460356, 201641050]
[206045465, 237134557, 98501963, 44384327]
[206045465, 237134557, 98501963, 96616318]
[93013133, 79078986, 27477927, 151118393, 216039962]
[206045465, 25751687, 125958478, 194460356, 109611777]
[206045465, 25751687, 125958478, 78296307, 33164633]
