[23352730, 119400816, 86172609, 205958532]
[139546810, 239589720, 133551693, 59573031]
[139546810, 239589720, 133551693, 122677677]
[23352730, 176157657, 145969510, 246293864, 92123776]
[23352730, 166909107, 28473185, 50455199, 16520191]
[23352730, 119400816, 86172609, 108978886, 25434118]
[23352730, 119400816, 202357487, 188336952]
[23352730, 79325002, 248242818, 128229141, 80733114]
[92371730, 165264122, 73616657, 64482174, 225423295]
[23352730, 79325002, 248242818, 128229141, 32142932]
[92371730, 165264122, 73616657, 64482174, 46528849]
[23352730, 166909107, 28473185, 50455199, 20674457]
[23352730, 119400816, 86172609, 182731818, 206849287]
[139546810, 239589720, 133551693, 32653723]
[23352730, 119400816, 86172609, 108978886, 37882295]
[23352730, 119400816, 86172609, 108978886, 220855673]
[23352730, 176157657, 145969510, 219043633, 13270349]
[139546810, 239589720, 133551693, 76981349]
[23352730, 119400816, 86172609, 205958532, 68136216]
[23352730, 119400816, 86172609, 182731818, 25642209]
[23352730, 176157657, 145969510, 219043633, 57962736]
[23352730, 79325002, 248242818, 128229141, 66740372]
[23352730, 166909107, 28473185, 50455199, 127631336]
[23352730, 176157657, 145969510, 246293864, 61767085]
[92371730, 165264122, 73616657, 64482174, 72583208]
[92371730, 165264122, 73616657, 64482174, 18398645]
[23352730, 176157657, 145969510, 246293864, 58732481]
[23352730, 119400816, 86172609, 205958532, 150027993]
[139546810, 239589720, 133551693, 215585646]
[139546810, 239589720, 133551693, 115038958]
[139546810, 239589720, 133551693, 71781151]
[23352730, 119400816, 86172609, 108978886, 158190395]
[23352730, 176157657, 145969510, 219043633, 172034744]
[23352730, 176157657, 145969510, 219043633, 69080146]
[23352730, 119400816, 86172609, 108978886, 248461056]
[23352730, 119400816, 86172609, 205958532, 69149467]
[139546810, 239589720, 133551693, 53490671]
[23352730, 119400816, 86172609, 108978886, 26546872]
[23352730, 79325002, 248242818, 128229141, 164469601]
[23352730, 119400816, 86172609, 205958532, 157066034]
[23352730, 119400816, 202357487, 246013473]
[23352730, 176157657, 145969510, 246293864, 172998110]
[23352730, 79325002, 248242818, 128229141, 135813750]
[23352730, 166909107, 28473185, 50455199, 16933500]
[23352730, 176157657, 145969510, 219043633, 3969067]
[23352730, 119400816, 86172609, 108978886, 240312938]
[23352730, 166909107, 28473185, 50455199, 123785157]
[92371730, 165264122, 73616657, 64482174, 131554150]
[23352730, 176157657, 145969510, 219043633, 78041618]
[23352730, 119400816, 86172609, 108978886, 169404184]
[23352730, 119400816, 86172609, 182731818, 101689501]
[23352730, 166909107, 28473185, 50455199, 162231472]
[23352730, 119400816, 86172609, 205958532, 88349284]
[23352730, 119400816, 202357487, 215863991]
[23352730, 176157657, 145969510, 219043633, 218265437]
[23352730, 176157657, 145969510, 246293864, 204380594]
[23352730, 119400816, 202357487, 80741554]
[139546810, 239589720, 133551693, 165034176]
[92371730, 165264122, 73616657, 64482174, 83501555]
[92371730, 165264122, 73616657, 64482174, 55586966]
[23352730, 176157657, 145969510, 246293864, 117042702]
[139546810, 239589720, 133551693, 234017798]
[139546810, 239589720, 133551693, 153390070]
[92371730, 165264122, 73616657, 64482174, 79338047]
[23352730, 79325002, 248242818, 128229141, 73396776]
[23352730, 166909107, 28473185, 50455199, 146208942]
[23352730, 166909107, 28473185, 50455199, 42045009]
[23352730, 79325002, 248242818, 128229141, 198853770]
[139546810, 239589720, 133551693, 37973932]
[23352730, 166909107, 28473185, 50455199, 138798411]
[23352730, 119400816, 202357487, 71996902]
[139546810, 239589720, 133551693, 52080040]
[23352730, 119400816, 86172609, 182731818, 213609367]
[23352730, 119400816, 86172609, 108978886, 157123760]
[92371730, 165264122, 73616657, 64482174, 183148760]
[23352730, 176157657, 145969510, 246293864, 16111615]
[23352730, 176157657, 145969510, 219043633, 214178116]
[23352730, 119400816, 86172609, 108978886, 177487170]
[23352730, 166909107, 28473185, 50455199, 95015249]
[23352730, 176157657, 145969510, 219043633, 214582222]
[139546810, 239589720, 133551693, 11729502]
[23352730, 119400816, 86172609, 108978886, 184238101]
[23352730, 119400816, 86172609, 108978886, 233166191]
[23352730, 119400816, 86172609, 205958532, 133593026]
[23352730, 119400816, 86172609, 108978886, 21578461]
[23352730, 119400816, 86172609, 108978886, 171515020]
[23352730, 166909107, 28473185, 50455199, 18941483]
[23352730, 119400816, 202357487, 212502411]
[23352730, 119400816, 202357487, 106769636]
[23352730, 119400816, 202357487, 139419423]
[23352730, 79325002, 248242818, 128229141, 247099067]
[23352730, 119400816, 202357487, 82261444]
[23352730, 119400816, 202357487, 238015403]
[23352730, 176157657, 145969510, 219043633, 199230582]
[23352730, 176157657, 145969510, 246293864, 12032573]
[23352730, 79325002, 248242818, 128229141, 95872068]
[23352730, 119400816, 86172609, 182731818, 56375057]
[23352730, 176157657, 145969510, 219043633, 4886628]
[23352730, 79325002, 248242818, 128229141, 126688188]
[23352730, 79325002, 248242818, 128229141, 242296372]
[23352730, 119400816, 86172609, 205958532, 193263938]
[23352730, 166909107, 28473185, 50455199, 167315982]
[139546810, 239589720, 133551693, 212467888]
[23352730, 79325002, 248242818, 128229141, 168111933]
[23352730, 119400816, 86172609, 108978886, 244519752]
[23352730, 119400816, 86172609, 182731818, 143556451]
[92371730, 165264122, 73616657, 64482174, 91471190]
[139546810, 239589720, 133551693, 206647274]
[23352730, 119400816, 86172609, 108978886, 92478943]
[23352730, 176157657, 145969510, 219043633, 170217321]
[23352730, 119400816, 86172609, 182731818, 94405325]
[23352730, 119400816, 86172609, 182731818, 193614516]
[139546810, 239589720, 133551693, 167777212]
[23352730, 119400816, 86172609, 205958532, 119803922]
[23352730, 166909107, 28473185, 50455199, 131715084]
[23352730, 176157657, 145969510, 219043633, 75608543]
[139546810, 239589720, 133551693, 14588163]
[23352730, 79325002, 248242818, 128229141, 41495733]
[23352730, 119400816, 86172609, 182731818, 155904849]
[23352730, 119400816, 86172609, 205958532, 42534273]
[23352730, 176157657, 145969510, 219043633, 195324027]
[23352730, 79325002, 248242818, 128229141, 11613280]
[23352730, 79325002, 248242818, 128229141, 212630471]
[23352730, 166909107, 28473185, 50455199, 219881688]
[139546810, 239589720, 133551693, 201770071]
[139546810, 239589720, 133551693, 26404742]
[23352730, 119400816, 86172609, 182731818, 79850052]
[92371730, 165264122, 73616657, 64482174, 170093049]
[23352730, 119400816, 86172609, 108978886, 19345330]
[23352730, 119400816, 86172609, 205958532, 234636627]
[23352730, 119400816, 202357487, 111571171]
[23352730, 166909107, 28473185, 50455199, 21402128]
[23352730, 176157657, 145969510, 246293864, 243685407]
[92371730, 165264122, 73616657, 64482174, 83728068]
[23352730, 79325002, 248242818, 128229141, 110463471]
[23352730, 166909107, 28473185, 50455199, 114817145]
[92371730, 165264122, 73616657, 64482174, 7530939]
[23352730, 166909107, 28473185, 50455199, 112829318]
[23352730, 119400816, 86172609, 182731818, 57367813]
[23352730, 176157657, 145969510, 246293864, 92024587]
[92371730, 165264122, 73616657, 64482174, 152697878]
[23352730, 79325002, 248242818, 128229141, 127998889]
[23352730, 119400816, 86172609, 205958532, 122541455]
[23352730, 166909107, 28473185, 50455199, 70806429]
[92371730, 165264122, 73616657, 64482174, 42685642]
[23352730, 166909107, 28473185, 50455199, 89526845]
[23352730, 176157657, 145969510, 219043633, 143986065]
[23352730, 119400816, 86172609, 108978886, 22932027]
[23352730, 119400816, 86172609, 108978886, 151108908]
[23352730, 176157657, 145969510, 219043633, 138500390]
[23352730, 119400816, 86172609, 205958532, 226383745]
[23352730, 176157657, 145969510, 219043633, 86140144]
[92371730, 165264122, 73616657, 64482174, 42241805]
[23352730, 176157657, 145969510, 219043633, 96871705]
[23352730, 119400816, 86172609, 205958532, 157502027]
[23352730, 166909107, 28473185, 50455199, 203063767]
[23352730, 176157657, 145969510, 219043633, 84052995]
[139546810, 239589720, 133551693, 69220431]
[139546810, 239589720, 133551693, 129228547]
[23352730, 119400816, 202357487, 87082167]
[23352730, 166909107, 28473185, 50455199, 138047816]
[92371730, 165264122, 73616657, 64482174, 74401785]
[23352730, 176157657, 145969510, 246293864, 47337321]
[23352730, 176157657, 145969510, 219043633, 221860884]
[23352730, 176157657, 145969510, 246293864, 118168047]
[139546810, 239589720, 133551693, 15460601]
[23352730, 119400816, 86172609, 108978886, 153797340]
[139546810, 239589720, 133551693, 26234499]
[23352730, 166909107, 28473185, 50455199, 127305892]
[92371730, 165264122, 73616657, 64482174, 1652632]
[23352730, 119400816, 202357487, 107960806]
[23352730, 119400816, 86172609, 182731818, 229562600]
[92371730, 165264122, 73616657, 64482174, 103297332]
[23352730, 176157657, 145969510, 246293864, 83959792]
[23352730, 166909107, 28473185, 50455199, 184330194]
[23352730, 119400816, 86172609, 108978886, 150742664]
[23352730, 119400816, 86172609, 182731818, 227196802]
[23352730, 119400816, 202357487, 53434820]
[139546810, 239589720, 133551693, 158240907]
[23352730, 166909107, 28473185, 50455199, 114657586]
[23352730, 119400816, 202357487, 8311930]
[23352730, 119400816, 86172609, 205958532, 80781737]
[23352730, 176157657, 145969510, 246293864, 25608696]
[23352730, 166909107, 28473185, 50455199, 134711364]
[23352730, 79325002, 248242818, 128229141, 10442659]
[23352730, 79325002, 248242818, 128229141, 188461504]
[23352730, 119400816, 86172609, 108978886, 201084888]
[23352730, 119400816, 86172609, 108978886, 109995754]
[23352730, 119400816, 86172609, 205958532, 222749406]
[23352730, 79325002, 248242818, 128229141, 55159727]
[23352730, 119400816, 202357487, 201065754]
[23352730, 119400816, 86172609, 182731818, 153356502]
[139546810, 239589720, 133551693, 189428253]
[23352730, 176157657, 145969510, 219043633, 137777503]
[23352730, 119400816, 86172609, 108978886, 159320872]
[92371730, 165264122, 73616657, 64482174, 202635637]
[23352730, 119400816, 86172609, 205958532, 46583087]
[92371730, 165264122, 73616657, 64482174, 230850234]
[23352730, 119400816, 86172609, 108978886, 119515300]
[23352730, 119400816, 86172609, 182731818, 5652080]
[23352730, 79325002, 248242818, 128229141, 172325425]
[23352730, 176157657, 145969510, 219043633, 245253557]
[23352730, 119400816, 202357487, 68496380]
[23352730, 119400816, 86172609, 182731818, 179224423]
[23352730, 176157657, 145969510, 246293864, 176021710]
[23352730, 166909107, 28473185, 50455199, 89499355]
[92371730, 165264122, 73616657, 64482174, 154871278]
[23352730, 176157657, 145969510, 219043633, 111042733]
[23352730, 176157657, 145969510, 219043633, 137462716]
[23352730, 166909107, 28473185, 50455199, 166052922]
[23352730, 79325002, 248242818, 128229141, 42642172]
[23352730, 119400816, 86172609, 182731818, 3883595]
[23352730, 176157657, 145969510, 246293864, 165367613]
[23352730, 119400816, 86172609, 182731818, 241098743]
[23352730, 176157657, 145969510, 219043633, 213998770]
[23352730, 119400816, 86172609, 205958532, 53887227]
[92371730, 165264122, 73616657, 64482174, 96924955]
[23352730, 119400816, 86172609, 108978886, 153250217]
[23352730, 119400816, 86172609, 108978886, 184445178]
[23352730, 176157657, 145969510, 219043633, 204970254]
[23352730, 79325002, 248242818, 128229141, 167931995]
[92371730, 165264122, 73616657, 64482174, 71716382]
[92371730, 165264122, 73616657, 64482174, 225701263]
[23352730, 166909107, 28473185, 50455199, 182561081]
[139546810, 239589720, 133551693, 25633839]
[23352730, 119400816, 202357487, 102873739]
[23352730, 166909107, 28473185, 50455199, 149914753]
[23352730, 79325002, 248242818, 128229141, 168885741]
[23352730, 119400816, 86172609, 205958532, 213156900]
[23352730, 119400816, 86172609, 108978886, 142233840]
[23352730, 119400816, 86172609, 182731818, 124379704]
[23352730, 119400816, 86172609, 108978886, 33149232]
[92371730, 165264122, 73616657, 64482174, 171779122]
[23352730, 119400816, 86172609, 182731818, 131057555]
[23352730, 176157657, 145969510, 219043633, 74868901]
[23352730, 176157657, 145969510, 219043633, 205401435]
[23352730, 119400816, 86172609, 108978886, 154843565]
[92371730, 165264122, 73616657, 64482174, 18032868]
[23352730, 79325002, 248242818, 128229141, 81642545]
[23352730, 119400816, 86172609, 182731818, 56837812]
[92371730, 165264122, 73616657, 64482174, 138632117]
[23352730, 119400816, 86172609, 205958532, 202740217]
[23352730, 119400816, 86172609, 108978886, 66937564]
[23352730, 79325002, 248242818, 128229141, 144844821]
[23352730, 176157657, 145969510, 219043633, 117978094]
[139546810, 239589720, 133551693, 118257777]
[23352730, 176157657, 145969510, 219043633, 173288855]
[23352730, 176157657, 145969510, 246293864, 127065645]
[92371730, 165264122, 73616657, 64482174, 47215512]
[23352730, 79325002, 248242818, 128229141, 92900971]
[23352730, 176157657, 145969510, 219043633, 210241211]
[139546810, 239589720, 133551693, 35995245]
[23352730, 119400816, 86172609, 108978886, 2374329]
[23352730, 119400816, 86172609, 182731818, 19858251]
[23352730, 176157657, 145969510, 219043633, 223950090]
[23352730, 79325002, 248242818, 128229141, 210627809]
[23352730, 79325002, 248242818, 128229141, 64541477]
[23352730, 176157657, 145969510, 246293864, 210770925]
[23352730, 79325002, 248242818, 128229141, 125697534]
[23352730, 119400816, 202357487, 133759025]
[23352730, 119400816, 86172609, 182731818, 66457017]
[92371730, 165264122, 73616657, 64482174, 20321937]
[23352730, 119400816, 86172609, 182731818, 153102312]
[92371730, 165264122, 73616657, 64482174, 165263066]
[23352730, 119400816, 86172609, 182731818, 79882847]
[23352730, 119400816, 86172609, 205958532, 44255479]
[139546810, 239589720, 133551693, 181696948]
[139546810, 239589720, 133551693, 191305813]
[23352730, 119400816, 86172609, 205958532, 210086338]
[23352730, 119400816, 86172609, 108978886, 54491561]
[23352730, 176157657, 145969510, 219043633, 156812874]
[23352730, 79325002, 248242818, 128229141, 125328319]
[139546810, 239589720, 133551693, 86590750]
[23352730, 79325002, 248242818, 128229141, 196728323]
[23352730, 176157657, 145969510, 219043633, 27617244]
[23352730, 79325002, 248242818, 128229141, 66805021]
[23352730, 119400816, 86172609, 108978886, 58170978]
[23352730, 119400816, 202357487, 60198920]
[23352730, 176157657, 145969510, 219043633, 56539108]
[92371730, 165264122, 73616657, 64482174, 43972078]
[23352730, 119400816, 86172609, 108978886, 103184493]
[23352730, 119400816, 86172609, 182731818, 29408734]
[23352730, 119400816, 86172609, 182731818, 169877363]
[23352730, 119400816, 86172609, 108978886, 240463742]
[23352730, 119400816, 202357487, 69204706]
[23352730, 176157657, 145969510, 219043633, 47821927]
[23352730, 176157657, 145969510, 246293864, 139620578]
[23352730, 119400816, 86172609, 108978886, 101009032]
[23352730, 119400816, 202357487, 199472955]
[23352730, 176157657, 145969510, 219043633, 121458094]
[139546810, 239589720, 133551693, 137817145]
[23352730, 119400816, 86172609, 205958532, 165266466]
[23352730, 119400816, 202357487, 241289666]
[23352730, 119400816, 86172609, 108978886, 89775527]
[23352730, 119400816, 202357487, 66948130]
[23352730, 119400816, 202357487, 50856387]
[92371730, 165264122, 73616657, 64482174, 73540603]
[23352730, 119400816, 86172609, 205958532, 100541278]
[23352730, 79325002, 248242818, 128229141, 207118531]
[23352730, 119400816, 86172609, 205958532, 113952427]
[23352730, 119400816, 86172609, 108978886, 17428079]
[139546810, 239589720, 133551693, 84397868]
[139546810, 239589720, 133551693, 116279381]
[23352730, 79325002, 248242818, 128229141, 50326170]
[23352730, 119400816, 202357487, 107853316]
[23352730, 119400816, 86172609, 205958532, 191337016]
[92371730, 165264122, 73616657, 64482174, 82813345]
[23352730, 176157657, 145969510, 219043633, 229185259]
[139546810, 239589720, 133551693, 140962683]
[23352730, 176157657, 145969510, 246293864, 177204419]
[23352730, 166909107, 28473185, 50455199, 183981348]
[23352730, 176157657, 145969510, 246293864, 182072487]
[23352730, 166909107, 28473185, 50455199, 59701027]
[23352730, 176157657, 145969510, 219043633, 180411212]
[139546810, 239589720, 133551693, 69965400]
[23352730, 176157657, 145969510, 219043633, 65868640]
[23352730, 119400816, 86172609, 182731818, 170693860]
