[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 75185841]
[10106479, 70087705, 47329919, 126566423, 158179018, 193505263, 138399568, 202607495]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 55762073, 168554855]
[177119877, 214819640, 128621318, 5090699, 1426638, 231922921, 179103657, 60397583]
[240973929, 83097505, 11728468, 155886915, 16751023, 185433565, 36942480, 9714462]
[108906837, 199773189, 190953520, 63193029, 96946943, 60934274, 53919000, 71519640]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 121395276]
[141361673, 162202163, 65247730, 57642163, 92658966, 73828899, 178498817, 189905250]
[181938804, 60690532, 76340025, 79775124, 216604709, 145159642, 194131985, 9215288]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 235049350]
[28939697, 83720688, 206122823, 229232565, 190821053, 123352247, 211311800, 208696857]
[205972194, 86177255, 137657541, 216106120, 120372757, 54645605, 241480832, 159873772]
[139407978, 206633498, 150172527, 103425566, 134660567, 177832293, 197870399]
[240973929, 83532539, 32527346, 120930986, 180608117, 78232121, 124526060, 127185714]
[141361673, 162202163, 65247730, 24296962, 66142331, 645317, 37492970, 94960424]
[121975721, 42062284, 75194355, 13024942, 109495543, 51237109, 26191307, 65133980]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 55482151, 105506541]
[245186357, 179224212, 67875021, 188951933, 2108929, 34376195, 196683164, 157576222]
[121690776, 115201947, 67731008, 121337576, 183825714, 191672079, 32024498, 124640575]
[167539219, 192052900, 155852712, 6691973, 116591697, 133571660, 101024200, 233955428]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 211748746]
[205226715, 161852671, 153828978, 10844735, 75121201, 44882691, 237983287, 117875554]
[240973929, 83097505, 11728468, 155886915, 16751023, 185433565, 36942480, 191175145]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 201125252, 127520907]
[22619776, 15424767, 80304403, 83426752, 221613721, 98049330, 72392128, 96016559]
[108906837, 199773189, 190953520, 234574556, 44085690, 76957065, 198562288, 88810077]
[169717436, 214896517, 160185875, 151501997, 232573601, 138482109, 18352584, 205664244]
[173377106, 227979404, 182624742, 133017748, 129440306, 156336779, 194131300, 52330865]
[112655291, 19209424, 128847631, 19268358, 187186439, 208178336, 43745644, 97710647]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 25631146, 173586623]
[131161949, 182719904, 31830738, 163263028, 89837460, 216417565, 13508063, 123555884]
[10106479, 48368057, 101287106, 26137914, 30730800, 218454563, 96327479, 172640016]
[211510271, 46724623, 74610054, 134915134, 147128739, 113065763, 219683349, 80450351]
[141361673, 162202163, 65247730, 24296962, 66142331, 645317, 136660125, 101391408]
[106261171, 44990710, 84180592, 123440078, 138510609, 159390731, 128055347, 152086960]
[239554898, 105465088, 125977636, 133536575, 99029981, 237833191, 39997797, 151691996]
[150812197, 207907728, 45493282, 10744960, 214953366, 172007196, 108039362, 99943582]
[108906837, 199773189, 71402764, 29015971, 65500133, 189348998, 189624129, 214101735]
[205972194, 61946850, 217597649, 241053092, 207493512, 204277405, 186595763, 74067348]
[141361673, 190697245, 163142798, 67212929, 188214014, 125664087, 51264785, 163142708]
[128396256, 156921189, 237060631, 191130671, 154624531, 56079660, 225451729, 113192861]
[121975721, 42062284, 75194355, 13024942, 219637050, 225066113, 211264998, 55810246]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 224546669, 234090443]
[167539219, 192052900, 155852712, 6691973, 11106508, 62899115, 145700613, 38788188]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 89526679, 140848844]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 23336134, 72833369]
[82212583, 193617759, 234025706, 141485732, 2507358, 151560541, 47776341, 110672219]
[150812197, 207907728, 45493282, 10744960, 219846231, 214341924, 31544041, 192930075]
[205972194, 86177255, 137657541, 146101519, 155170494, 105067202, 209151236, 21264791]
[205972194, 86177255, 137657541, 216106120, 120372757, 36816577, 98184058, 16942009]
[211804832, 138574305, 56455960, 132113199, 174281933, 55175359, 219157640, 155906633]
[169492383, 134805362, 204695085, 79691146, 204303251, 99743646, 141904935, 89190039]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 68617477, 246408337]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 153568963, 142390186]
[177119877, 214819640, 128621318, 19342724, 243784842, 54985016, 136666481, 62242584]
[121975721, 42062284, 75194355, 13024942, 109495543, 36709679, 37371350, 229800013]
[76710225, 167739046, 165438592, 16815147, 121368087, 246677501, 246060140, 136165805]
[188932858, 115146698, 234256803, 209034558, 230973685, 212255626, 192883567, 169858608]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 165726757, 96346827]
[24231581, 15527440, 143956946, 50145329, 193164284, 163050343, 165754535, 106406938]
[139407978, 206633498, 130022095, 143396415, 120793968, 226417453, 10723683]
[169367494, 62025314, 17623635, 179294472, 217840414, 54532879, 108167907, 202522178]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 247006775]
[10106479, 70087705, 47329919, 126566423, 158179018, 72330446, 144392572, 15721403]
[141361673, 190697245, 163142798, 67212929, 188214014, 125664087, 35742531, 104774729]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 229121187, 164990122]
[108906837, 199773189, 190953520, 63193029, 178919610, 244119274, 88338714, 65745054]
[218542507, 27686776, 157199757, 155257536, 8702356, 47019772, 127851614, 109165832]
[108906837, 199773189, 190953520, 63193029, 96946943, 60934274, 53919000, 39780698]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 64747241, 99223433]
[22619776, 15424767, 102941135, 61285663, 96312587, 181807437, 126732531, 115105309]
[76710225, 167739046, 165438592, 16815147, 121368087, 133710982, 240705295, 213419450]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 202002588, 8773981]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 202762300, 12639040]
[205226715, 161852671, 153828978, 10844735, 75121201, 44882691, 237983287, 114676221]
[139407978, 92142634, 167501510, 243494623, 150667653, 182747962, 223775285, 223660285]
[18782487, 180228062, 32306155, 8891987, 90798301, 83525893, 94334653, 126565740]
[139255779, 117323211, 186374400, 7935869, 31412910, 127723943, 115248910, 134099506]
[181938804, 60690532, 76340025, 20984795, 32429535, 61556459, 89896090, 42303991]
[173377106, 227979404, 182624742, 133017748, 129440306, 156336779, 166718684, 20406158]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 231514379, 49250258]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 168086321, 236178650]
[177119877, 214819640, 128621318, 5090699, 1426638, 240204122, 123889372, 209794292]
[121690776, 115201947, 136745825, 178417372, 175589778, 145455047, 67523417, 212890618]
[211510271, 40815467, 175548497, 2406097, 170068134, 204329202, 74843162, 53866109]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 92453613, 229722575]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 15416051, 166590854]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 74127149, 231906210]
[245186357, 51214878, 45978248, 155615916, 138977991, 41930122, 83409175, 144932833]
[104573498, 139736287, 57981276, 142212095, 82060625, 19510353, 131018798, 41704908]
[205972194, 61946850, 217597649, 241053092, 207493512, 140352509, 213117893, 11871733]
[131161949, 182719904, 31830738, 163263028, 89837460, 182413557, 175932086, 161496500]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 119097658, 37881264]
[49431804, 246457812, 177362205, 102622165, 208510025, 71648331, 128078539, 124714882]
[139407978, 92142634, 167501510, 243494623, 146599740, 247187873, 29523663, 73385429]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 84337456, 220349116]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 89903505]
[169367494, 62025314, 17623635, 179294472, 217840414, 54532879, 75398519, 55053680]
[32676012, 195138918, 93193866, 17829718, 188256222, 93946716, 133118502, 160271169]
[112655291, 19209424, 128847631, 39081452, 152362368, 77890002, 134353624, 79893779]
[112655291, 19209424, 232522597, 80081881, 225939505, 239754305, 225255446, 114597231]
[60417925, 159601639, 183311976, 179543640, 195441151, 208024229, 11338455, 218178419]
[60417925, 96970598, 101872559, 31207063, 167968012, 222319566, 215564287, 47492728]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484, 111378240, 92092734]
[18782487, 180228062, 32306155, 8891987, 90798301, 165738247, 79465003, 8588208]
[32676012, 195138918, 178653906, 248285279, 227104177, 68561784, 35223281, 163025107]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 119097658, 108607547]
[22619776, 15424767, 239664794, 38863699, 238141909, 23912176, 7639329, 50538355]
[112655291, 19209424, 232522597, 80081881, 191940355, 20768064, 14529239, 148486465]
[112655291, 19209424, 232522597, 80081881, 191940355, 20768064, 14529239, 911460]
[231488027, 32101784, 127865537, 162281022, 189087990, 98168183, 196760045, 87867688]
[211316160, 37095821, 218824995, 2668282, 69308388, 118004546, 95732229, 175466157]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 41771808]
[245186357, 104175749, 170891995, 212154307, 48930371, 183766873, 150942020, 211014961]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 44785285, 146618157]
[205226715, 161852671, 133516433, 63536486, 139035748, 83852667, 155592157, 70379324]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 65512537, 178006601]
[148907630, 143141347, 51124938, 61812059, 30013441, 67321675, 95887354, 164753768]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 47244643, 124858751]
[205226715, 6410317, 156606069, 650760, 179008295, 131073002, 239523798, 70208225]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 177134352]
[141361673, 162202163, 65247730, 57642163, 16303502, 51623160, 127054101, 201057787]
[75857740, 82351932, 215992635, 214948612, 190339224, 184327459, 139993861, 63655345]
[104573498, 192955018, 133710613, 172965008, 169947045, 123941485, 241387583, 149730367]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 207968817, 164647258]
[218542507, 27686776, 57877320, 242250743, 125087554, 224366383, 189496171, 237313911]
[177119877, 214819640, 128621318, 19342724, 243784842, 54985016, 132021981, 239539996]
[32676012, 195138918, 178653906, 248285279, 227104177, 67759704, 248963345, 114788523]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 197771256, 101499678]
[112655291, 19209424, 128847631, 19268358, 187186439, 72096518, 71239162, 122723985]
[28939697, 123364048, 231894319, 163193455, 205431314, 169246751, 17280082, 57879494]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 55706043]
[154551859, 132819502, 55612164, 228103393, 118419862, 240377253, 121714380, 225452317]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 78253472, 199576275]
[211316160, 37095821, 218824995, 2668282, 69308388, 7611215, 94356122, 93719892]
[10379212, 12391743, 5269103, 90783180, 145570068, 35283880, 150160570, 192958592]
[27154418, 153048969, 91021117, 108280964, 181681407, 227979769, 145502670, 164689488]
[32676012, 195138918, 93193866, 32903994, 59648710, 51128691, 153634538, 72818427]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 234525365, 117658715]
[126015619, 3034421, 7944536, 230428064, 50385979, 209683862, 209962916, 175503825]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 231540205, 36405548]
[141361673, 162202163, 65247730, 57642163, 92658966, 73828899, 178498817, 160204048]
[211510271, 40815467, 175548497, 2406097, 170068134, 204329202, 69583364, 20430336]
[141361673, 162202163, 65247730, 57642163, 16303502, 51623160, 127054101, 192790669]
[245186357, 104175749, 170891995, 92128647, 82767641, 203770970, 179206467, 225589215]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 189690242, 201523018]
[211510271, 40815467, 175548497, 2406097, 170068134, 204329202, 5970017, 69103706]
[240973929, 83097505, 11728468, 155886915, 16751023, 185433565, 17449245, 211119501]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 234618925]
[117485685, 247239338, 58098803, 157858273, 62163854, 65760436, 77851035, 49527953]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 64747241, 175591939]
[10106479, 190143267, 31611117, 94571194, 53877424, 22359978, 178930396, 167415997]
[108906837, 199773189, 190953520, 63193029, 178919610, 244119274, 15171546, 56736513]
[205226715, 6410317, 156606069, 650760, 206162838, 197292787, 13187074, 225688479]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 110584176]
[185021265, 120449815, 33146577, 203946957, 87519768, 196055132, 183928312, 239981464]
[139407978, 206633498, 130022095, 143396415, 95924319, 200975836, 29631282]
[154551859, 132819502, 55612164, 228103393, 118419862, 240377253, 121714380, 77465432]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 5784953, 205237249]
[240973929, 83097505, 160378007, 159329744, 42820840, 159858092, 204453265, 137111547]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 80737990, 190294140]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 128923372, 17005754]
[18782487, 180228062, 32306155, 99137953, 31715291, 14009646, 243126359, 217028228]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 37216390, 178846090]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 239552726, 235907173]
[10379212, 12391743, 5269103, 90783180, 145570068, 82750846, 232702524, 186787868]
[117485685, 174210268, 64249836, 205389107, 50256916, 147404725, 47865981, 52721334]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 78212502, 57164362]
[211510271, 40815467, 12295450, 74057130, 91055803, 192478629, 181692437, 56079125]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 54748433]
[27154418, 2070364, 154566045, 21988525, 243869587, 149193960, 58561230, 74659683]
[240973929, 83097505, 11728468, 155886915, 16751023, 14658366, 181878037, 146044910]
[239554898, 102907710, 132452821, 2713632, 132983796, 210738178]
[205226715, 6410317, 156606069, 650760, 206162838, 197292787, 13187074, 107223425]
[213112826, 25516838, 152287638, 51081692, 208711471, 233060846, 57629758, 147471398]
[9953629, 27976225, 80861230, 216589261, 148342612, 193893317, 64556490, 132414135]
[18782487, 180228062, 32306155, 8891987, 90798301, 165738247, 79465003, 111859028]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 202002588, 78261146]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 179953729, 42847646]
[211510271, 46724623, 192930472, 208270295, 81120636, 83676351, 209989294, 58740121]
[121975721, 42062284, 75194355, 13024942, 236893637, 88798694, 198592568, 158772927]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 47332921]
[149835576, 242201754, 54858429, 191509134, 24641710, 130094726, 177005776, 9114281]
[75857740, 82351932, 215992635, 214948612, 190339224, 184327459, 58871637, 173056386]
[233365345, 69179940, 21038035, 43800821, 15453403, 197123553, 56636917, 243738763]
[188932858, 122049085, 88071880, 148193554, 247541650, 132801562, 12265206, 78522621]
[245186357, 179224212, 67875021, 188951933, 248882419, 148415863, 171001754, 139204400]
[72760936, 3767875, 33619245, 132662969, 42248108, 54682127, 238644859, 217296663]
